Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Date,Payment,Rating,Tax,Total,Currency
INV-100065,ABUJA,Abuja,Member,,Food & Beverages,21034.92,5,2024-07-18 00:00:00,Cash,4,5258.73,110433.33,?
INV-100066,Portharcourt,Lagos,Normal,Female,Food & Beverages,36769.81,2,2024-09-24 00:00:00,Ewallet,4,3676.98,77216.6,?
INV-100067,lagos ,Lagos,Normal,Male,Food & Beverages,34450.88,2,2024-02-14 00:00:00,Credit Card,6,3445.09,72346.85,?
INV-100068,,Port Harcourt,Member,Male,Home Supplies,41746.93,9,2025-06-26 00:00:00,Ewallet,5,18786.12,394508.49,?
INV-100069,ABUJA,Abuja,Normal,Male,Food & Beverages,12872.97,5,2024-04-13 00:00:00,Ewallet,7,3218.24,67583.09,?
INV-100070,ABUJA,Lagos,Normal,Female,Food & Beverages,30671.66,5,2024-01-28 00:00:00,Ewallet,9,7667.92,161026.22,?
INV-100071,ABUJA,Abuja,Member,Male,Fashion,29467.14,7,2025-08-13 00:00:00,Ewallet,5,10313.5,216583.48,?
INV-100072,lagos ,Ogun,Normal,Female,Food & Beverages,18802.02,6,2024-10-07 00:00:00,Credit Card,6,5640.61,118452.73,?
INV-100073,ABUJA,Ogun,Member,Female,Electronics,24559.85,2,2025-06-24 00:00:00,Credit Card,6,2455.98,51575.68,?
INV-100074,lagos ,Ogun,Member,Female,Sports Equipment,16032.22,1,2024-08-29 00:00:00,Ewallet,5,801.61,16833.83,?
INV-100075,ABUJA,Port Harcourt,Normal,Male,Home Supplies,7521.3,5,2024-08-26 00:00:00,Ewallet,6,1880.32,39486.82,?
INV-100076,Portharcourt,Abuja,Normal,Female,Health & Beauty,11083.16,4,2025-09-30 00:00:00,Cash,9,2216.63,46549.27,?
INV-100077,Portharcourt,Ogun,Normal,Male,Sports Equipment,5722.93,3,2025-01-14 00:00:00,Cash,4,858.44,18027.23,?
INV-100078, ogun,Lagos,Member,Male,Fashion,34311.94,2,2025-08-22 00:00:00,Credit Card,8,3431.19,72055.07,?
INV-100079,Portharcourt,Ogun,Normal,Male,Home Supplies,33206.01,2,2024-07-24 00:00:00,Cash,6,3320.6,69732.62,?
INV-100080, ogun,Ogun,Member,Female,Home Supplies,47555.02,4,2024-12-11 00:00:00,Credit Card,6,9511,199731.08,?
INV-100081,Portharcourt,Ogun,Normal,Female,Electronics,36619.08,2,2024-05-30 00:00:00,Credit Card,5,3661.91,76900.07,?
INV-100082,lagos ,Port Harcourt,Normal,Female,Sports Equipment,3076.27,4,2024-05-19 00:00:00,Credit Card,4,615.25,12920.33,?
INV-100083,Portharcourt,Lagos,Normal,Male,Sports Equipment,44270.14,3,2024-02-19 00:00:00,Cash,5,6640.52,139450.94,?
INV-100084, ogun,Abuja,Member,Female,Food & Beverages,43202.42,9,2025-05-11 00:00:00,Cash,9,19441.09,408262.87,?
INV-100085, ogun,Lagos,Normal,Female,Electronics,22444.36,7,2024-12-05 00:00:00,Credit Card,5,7855.53,164966.05,?
INV-100086,ABUJA,Abuja,Normal,Female,Food & Beverages,29500.22,3,2025-03-05 00:00:00,Credit Card,6,4425.03,92925.69,?
INV-100087,lagos ,Port Harcourt,Member,,Food & Beverages,48815.88,8,2025-01-31 00:00:00,Ewallet,4,19526.35,410053.39,?
INV-100088,Portharcourt,Port Harcourt,Member,Female,Home Supplies,26849.07,9,2025-04-02 00:00:00,Credit Card,9,12082.08,253723.71,?
INV-100089,ABUJA,Port Harcourt,Normal,Male,Sports Equipment,45313.43,7,2025-01-13 00:00:00,Credit Card,6,15859.7,333053.71,?
INV-100090,Portharcourt,Port Harcourt,Normal,Male,Food & Beverages,4610.42,6,2024-03-21 00:00:00,Ewallet,9,1383.13,29045.65,?
INV-100091,Portharcourt,Abuja,Normal,Male,Fashion,9957.07,4,2025-03-05 00:00:00,Credit Card,6,1991.41,41819.69,?
INV-100092,,Ogun,Member,Male,Fashion,22317.37,5,2024-03-03 00:00:00,Credit Card,6,5579.34,117166.19,?
INV-100093,ABUJA,Abuja,Member,Female,Sports Equipment,29445.46,8,2025-02-28 00:00:00,Credit Card,6,11778.18,247341.86,?
INV-100094,ABUJA,Lagos,Member,Male,Fashion,40903.28,3,2025-02-02 00:00:00,Ewallet,8,6135.49,128845.33,?
INV-100095,ABUJA,Port Harcourt,Member,Female,Home Supplies,49418.97,2,2025-03-11 00:00:00,Cash,7,4941.9,103779.84,?
INV-100096,ABUJA,Port Harcourt,Normal,Male,,19748.15,3,2025-05-01 00:00:00,Credit Card,4,2962.22,62206.67,?
INV-100097,Portharcourt,Lagos,Member,Male,Health & Beauty,2847.07,7,2024-10-27 00:00:00,,8,996.47,20925.96,?
INV-100098,ABUJA,Abuja,Member,Male,Food & Beverages,40157.99,8,2025-09-29 00:00:00,Credit Card,7,16063.2,337327.12,?
INV-100099,lagos ,Ogun,Member,Female,Health & Beauty,30416.85,1,2024-09-26 00:00:00,Ewallet,9,1520.84,31937.69,?
INV-100100, ogun,Ogun,Normal,Female,Electronics,10327.87,7,2025-02-14 00:00:00,Credit Card,7,3614.75,75909.84,?
INV-100101,ABUJA,Lagos,Normal,Male,Electronics,24994.01,9,2025-07-30 00:00:00,Ewallet,7,11247.3,236193.39,?
INV-100102,ABUJA,Ogun,Member,Female,Home Supplies,37244.36,3,2024-04-30 00:00:00,Cash,8,5586.65,117319.73,?
INV-100103,Portharcourt,Abuja,Member,Male,Fashion,38635.38,3,2025-05-24 00:00:00,Cash,4,5795.31,121701.45,?
INV-100104,ABUJA,Abuja,Normal,Male,Fashion,25231.11,8,2025-07-17 00:00:00,Cash,5,10092.44,211941.32,?
INV-100105,ABUJA,Lagos,Normal,Male,Electronics,15608.12,4,2025-02-11 00:00:00,Credit Card,7,3121.62,65554.1,?
INV-100106,ABUJA,Abuja,Normal,Female,Home Supplies,48700.26,8,2025-09-24 00:00:00,Ewallet,5,19480.1,409082.18,?
INV-100107,Portharcourt,Port Harcourt,Normal,Male,Home Supplies,33336.45,5,2024-11-20 00:00:00,Credit Card,5,8334.11,175016.36,?
INV-100108,ABUJA,Lagos,Normal,Male,Sports Equipment,20707.76,3,2024-08-13 00:00:00,Credit Card,6,3106.16,65229.44,?
INV-100109, ogun,Abuja,Normal,Male,Food & Beverages,14382.93,4,2025-01-24 00:00:00,Ewallet,5,2876.59,60408.31,?
INV-100110,Portharcourt,Lagos,Normal,Female,Fashion,36689.6,4,2025-06-28 00:00:00,Credit Card,9,7337.92,154096.32,?
INV-100111, ogun,Ogun,Normal,Male,Electronics,12488.08,8,2025-03-13 00:00:00,Ewallet,9,4995.23,104899.87,?
INV-100112,Portharcourt,Abuja,Member,Female,Sports Equipment,8999.64,6,2025-10-14 00:00:00,Ewallet,6,2699.89,56697.73,?
INV-100113,ABUJA,Port Harcourt,Member,Male,Health & Beauty,26726.78,7,2024-04-15 00:00:00,Cash,4,9354.37,196441.83,?
INV-100114, ogun,Abuja,Member,Female,Fashion,14854.38,9,2024-05-14 00:00:00,Cash,4,6684.47,140373.89,?
INV-100115,Portharcourt,Lagos,Member,Male,Food & Beverages,31630.8,6,2025-04-21 00:00:00,Cash,9,9489.24,199274.04,?
INV-100116,lagos ,Lagos,Member,Male,Home Supplies,6337.96,3,2024-11-12 00:00:00,Ewallet,6,950.69,19964.57,?
INV-100117,ABUJA,Abuja,Member,Female,Electronics,32919.58,3,2024-12-20 00:00:00,Cash,4,4937.94,103696.68,?
INV-100118,Portharcourt,Port Harcourt,Normal,Female,Fashion,14523.18,3,2024-09-01 00:00:00,Ewallet,7,2178.48,45748.02,?
INV-100119,lagos ,Port Harcourt,Normal,Male,,512.03,2,2024-10-13 00:00:00,Credit Card,4,51.2,1075.26,?
INV-100120,Portharcourt,Port Harcourt,Member,Female,Food & Beverages,6783.33,1,2025-05-31 00:00:00,Cash,6,339.17,7122.5,?
INV-100121,lagos ,Lagos,Member,Male,Food & Beverages,46713.96,1,2025-06-18 00:00:00,Ewallet,9,2335.7,49049.66,?
INV-100122,ABUJA,Abuja,Normal,Male,Sports Equipment,43434.05,4,2024-09-22 00:00:00,Ewallet,7,8686.81,182423.01,?
INV-100123, ogun,Ogun,Normal,Male,,12063.65,3,2024-05-24 00:00:00,Ewallet,5,1809.55,38000.5,?
INV-100124,lagos ,Lagos,Normal,Female,Health & Beauty,39029.41,5,2024-09-09 00:00:00,Ewallet,5,9757.35,204904.4,?
INV-100125,Portharcourt,Port Harcourt,Member,Male,Food & Beverages,30624.29,9,2024-02-22 00:00:00,Cash,5,13780.93,289399.54,?
INV-100126,ABUJA,Abuja,Normal,Female,Electronics,48559.78,8,2024-08-07 00:00:00,Cash,9,19423.91,407902.15,?
INV-100127,lagos ,Port Harcourt,Member,Male,Food & Beverages,18993.48,9,2024-12-01 00:00:00,Cash,6,8547.07,179488.39,?
INV-100128,Portharcourt,Ogun,Member,Female,Health & Beauty,34232.3,5,2025-06-11 00:00:00,Ewallet,5,8558.08,179719.58,?
INV-100129,Portharcourt,Port Harcourt,Normal,Female,Home Supplies,3645.02,8,2025-10-09 00:00:00,Credit Card,4,1458.01,30618.17,?
INV-100130,Portharcourt,Port Harcourt,Normal,Male,Home Supplies,20114.24,4,2025-06-20 00:00:00,Ewallet,5,4022.85,84479.81,?
INV-100131,lagos ,Ogun,Member,Female,Sports Equipment,48208.97,5,2025-04-22 00:00:00,Credit Card,8,12052.24,253097.09,?
INV-100132,lagos ,Abuja,Normal,Male,Fashion,27179.55,3,2025-03-01 00:00:00,Cash,9,4076.93,85615.58,?
INV-100133,lagos ,Lagos,Normal,Male,Health & Beauty,14750.04,5,2024-04-30 00:00:00,Ewallet,8,3687.51,77437.71,?
INV-100134, ogun,Abuja,Member,Male,Sports Equipment,6453.41,3,2024-11-01 00:00:00,Ewallet,5,968.01,20328.24,?
INV-100135,lagos ,Ogun,Normal,Male,Food & Beverages,35324.65,5,2025-01-14 00:00:00,,5,8831.16,185454.41,?
INV-100136,lagos ,Port Harcourt,Member,Male,Food & Beverages,32420.37,5,2025-02-22 00:00:00,Ewallet,8,8105.09,170206.94,?
INV-100137,lagos ,Abuja,Member,Female,Home Supplies,19009.97,6,2025-01-01 00:00:00,Credit Card,9,5702.99,119762.81,?
INV-100138, ogun,Lagos,Normal,Male,Sports Equipment,47571.6,9,2024-04-28 00:00:00,Credit Card,9,21407.22,449551.62,?
INV-100139,lagos ,Ogun,Member,Female,Home Supplies,1599.04,1,2025-01-13 00:00:00,,5,79.95,1678.99,?
INV-100140,Portharcourt,Abuja,Member,Female,Electronics,15534.33,6,2024-03-19 00:00:00,Ewallet,9,4660.3,97866.28,?
INV-100141,lagos ,Lagos,Normal,Male,Home Supplies,46092.94,1,2025-04-26 00:00:00,Ewallet,7,2304.65,48397.59,?
INV-100142,Portharcourt,Ogun,Normal,Female,Electronics,16386.3,6,2024-09-07 00:00:00,Credit Card,9,4915.89,103233.69,?
INV-100143,,Lagos,Normal,Male,Food & Beverages,12986.52,2,2024-11-15 00:00:00,Ewallet,8,1298.65,27271.69,?
INV-100144,Portharcourt,Ogun,Member,Female,Sports Equipment,26943.91,8,2024-11-02 00:00:00,Credit Card,6,10777.56,226328.84,?
INV-100145, ogun,Port Harcourt,Member,Female,Electronics,41278.19,3,2024-03-24 00:00:00,,8,6191.73,130026.3,?
INV-100146, ogun,Abuja,Normal,Female,Sports Equipment,5605.76,6,2024-06-07 00:00:00,Credit Card,4,1681.73,35316.29,?
INV-100147, ogun,Lagos,Member,Male,Sports Equipment,47179.53,6,2024-10-06 00:00:00,Cash,7,14153.86,297231.04,?
INV-100148,lagos ,Ogun,Normal,Female,Electronics,39856.11,4,2024-09-26 00:00:00,Cash,6,7971.22,167395.66,?
INV-100149,Portharcourt,Lagos,Normal,Male,Fashion,9471.89,5,2025-09-05 00:00:00,Cash,5,2367.97,49727.42,?
INV-100150, ogun,Lagos,Member,Female,Home Supplies,35744.39,2,2024-07-23 00:00:00,Credit Card,4,3574.44,75063.22,?
INV-100151, ogun,Abuja,Normal,Female,Electronics,19555.46,8,2025-02-11 00:00:00,Credit Card,4,7822.18,164265.86,?
INV-100152,lagos ,Port Harcourt,Member,Female,Food & Beverages,20413.59,7,2024-12-07 00:00:00,Ewallet,7,7144.76,150039.89,?
INV-100153, ogun,Lagos,Member,Female,Sports Equipment,39272.86,6,2024-07-12 00:00:00,Ewallet,6,11781.86,247419.02,?
INV-100154,lagos ,Ogun,Normal,Male,Health & Beauty,48157.85,7,2025-04-20 00:00:00,Cash,4,16855.25,353960.2,?
INV-100155,ABUJA,Ogun,Member,Male,Electronics,6769.47,1,2024-07-02 00:00:00,Credit Card,6,338.47,7107.94,?
INV-100156, ogun,Port Harcourt,Normal,Female,Home Supplies,21321.2,5,2024-12-07 00:00:00,Ewallet,6,5330.3,111936.3,?
INV-100157,ABUJA,Ogun,Member,Female,Sports Equipment,24306.61,7,2024-07-30 00:00:00,Ewallet,9,8507.31,178653.58,?
INV-100158,lagos ,Port Harcourt,Member,Male,Fashion,19127.43,1,2024-12-29 00:00:00,Ewallet,4,956.37,20083.8,?
INV-100159,Portharcourt,Ogun,Member,Male,Food & Beverages,18477.86,2,2025-01-28 00:00:00,Credit Card,6,1847.79,38803.51,?
INV-100160, ogun,Abuja,Normal,Male,Fashion,3087.3,9,2024-09-18 00:00:00,Ewallet,7,1389.28,29174.98,?
INV-100161,lagos ,Lagos,Member,,Health & Beauty,34434.16,3,2025-03-22 00:00:00,Cash,4,5165.12,108467.6,?
INV-100162,Portharcourt,Abuja,Normal,Female,Electronics,22092.61,6,2025-08-17 00:00:00,Credit Card,7,6627.78,139183.44,?
INV-100163,Portharcourt,Lagos,Member,Female,Sports Equipment,10142.29,7,2024-06-15 00:00:00,Ewallet,7,3549.8,74545.83,?
INV-100164,ABUJA,Lagos,Member,Male,Electronics,40893.66,9,2025-07-16 00:00:00,Ewallet,6,18402.15,386445.09,?
INV-100165,lagos ,Lagos,Normal,Male,Home Supplies,40226.76,5,2025-05-12 00:00:00,Credit Card,6,10056.69,211190.49,?
INV-100166,Portharcourt,Abuja,Normal,Male,Electronics,24576.39,4,2024-07-27 00:00:00,Ewallet,9,4915.28,103220.84,?
INV-100167, ogun,Lagos,Normal,Male,Food & Beverages,15273.31,2,2025-07-14 00:00:00,Ewallet,9,1527.33,32073.95,?
INV-100168, ogun,Abuja,Normal,Male,Health & Beauty,32085.59,3,2024-08-26 00:00:00,Cash,4,4812.84,101069.61,?
INV-100169,ABUJA,Port Harcourt,Normal,Male,Fashion,14763.53,5,2025-04-10 00:00:00,Credit Card,9,3690.88,77508.53,?
INV-100170,Portharcourt,Ogun,Member,Female,Health & Beauty,12182.39,2,2025-07-02 00:00:00,Ewallet,5,1218.24,25583.02,?
INV-100171,lagos ,Ogun,Member,Female,Sports Equipment,36660.48,4,2024-04-28 00:00:00,Credit Card,4,7332.1,153974.02,?
INV-100172, ogun,Lagos,Normal,Female,,2496.1,1,2025-03-29 00:00:00,Credit Card,7,124.8,2620.9,?
INV-100173,Portharcourt,Abuja,Member,Male,Sports Equipment,5191.04,4,2025-04-19 00:00:00,Cash,9,1038.21,21802.37,?
INV-100174,Portharcourt,Ogun,Member,Male,Fashion,836.01,7,2024-09-20 00:00:00,Cash,9,292.6,6144.67,?
INV-100175,ABUJA,Abuja,Member,Male,Sports Equipment,8070.69,3,2024-02-02 00:00:00,Credit Card,9,1210.6,25422.67,?
INV-100176, ogun,Abuja,Normal,,Home Supplies,3915.01,8,2025-07-22 00:00:00,Cash,6,1566,32886.08,?
INV-100177, ogun,Lagos,Member,Male,Health & Beauty,49792.22,6,2025-01-09 00:00:00,Cash,7,14937.67,313690.99,?
INV-100178,lagos ,Ogun,Member,,Fashion,14796.09,6,2024-10-06 00:00:00,Ewallet,9,4438.83,93215.37,?
INV-100179, ogun,Lagos,Member,Female,Fashion,7888.77,1,2025-06-02 00:00:00,Cash,8,394.44,8283.21,?
INV-100180,lagos ,Lagos,Normal,Male,Fashion,12429.31,5,2025-02-15 00:00:00,Cash,8,3107.33,65253.88,?
INV-100181, ogun,Ogun,Member,Female,Food & Beverages,46838.22,3,2025-02-15 00:00:00,Ewallet,7,7025.73,147540.39,?
INV-100182,ABUJA,Ogun,Member,Female,Health & Beauty,26247.93,1,2024-07-22 00:00:00,Ewallet,9,1312.4,27560.33,?
INV-100183, ogun,Port Harcourt,Normal,Male,Sports Equipment,18558.5,8,2024-12-29 00:00:00,Credit Card,5,7423.4,155891.4,?
INV-100184,lagos ,Port Harcourt,Normal,Female,Fashion,43732.88,7,2025-01-18 00:00:00,Cash,5,15306.51,321436.67,?
INV-100185,lagos ,Abuja,Member,Male,Health & Beauty,20052.02,7,2025-10-01 00:00:00,Ewallet,4,7018.21,147382.35,?
INV-100186,ABUJA,Ogun,Member,Female,Fashion,17082.92,4,2025-09-09 00:00:00,Cash,4,3416.58,71748.26,?
INV-100187, ogun,Port Harcourt,Normal,Male,Home Supplies,10760.48,6,2024-06-01 00:00:00,Credit Card,9,3228.14,67791.02,?
INV-100188, ogun,Abuja,Normal,Female,Home Supplies,19200.94,9,2025-10-11 00:00:00,Cash,4,8640.42,181448.88,?
INV-100189,ABUJA,Abuja,Normal,Male,Home Supplies,16175.88,3,2025-09-21 00:00:00,Cash,6,2426.38,50954.02,?
INV-100190, ogun,Abuja,Normal,Female,,34026.55,9,2024-01-19 00:00:00,Cash,5,15311.95,321550.9,?
INV-100191, ogun,Port Harcourt,Normal,Female,Fashion,14834.34,4,2024-09-28 00:00:00,Ewallet,7,2966.87,62304.23,?
INV-100192,,Ogun,Normal,Female,Electronics,29071.39,5,2025-05-08 00:00:00,Ewallet,9,7267.85,152624.8,?
INV-100193, ogun,Lagos,Normal,Male,Health & Beauty,3761.66,7,2024-05-25 00:00:00,Credit Card,9,1316.58,27648.2,?
INV-100194, ogun,Abuja,Member,Male,Electronics,9968.81,6,2025-01-21 00:00:00,Cash,8,2990.64,62803.5,?
INV-100195,ABUJA,Port Harcourt,Normal,Female,Health & Beauty,20666.56,8,2025-09-02 00:00:00,Credit Card,5,8266.62,173599.1,?
INV-100196,ABUJA,Port Harcourt,Normal,Male,Health & Beauty,46878.99,8,2024-01-05 00:00:00,Credit Card,5,18751.6,393783.52,?
INV-100197,Portharcourt,Lagos,Member,Female,Health & Beauty,19173.97,-1,2024-07-21 00:00:00,Ewallet,5,7669.59,161061.35,?
INV-100198,lagos ,Lagos,Normal,Male,Sports Equipment,33371.67,-1,2025-09-09 00:00:00,Cash,4,5005.75,105120.76,?
INV-100199, ogun,Port Harcourt,Normal,Female,Electronics,13126.82,6,2024-10-17 00:00:00,Cash,6,3938.05,82698.97,?
